48,0,1
9,0,0
19,0,1
12,0,0
14,0,0
48,1,1
3,1,1
14,1,0
38,1,1
47,1,0
48,2,1
9,2,0
43,2,1
14,2,1
38,2,1
48,3,1
19,3,1
12,3,1
14,3,1
47,3,0
48,4,1
47,4,0
28,4,1
14,4,0
7,4,1
48,5,1
3,5,1
12,5,0
38,5,1
47,5,1
48,6,1
12,6,1
14,6,0
38,6,1
47,6,1
43,7,1
12,7,0
14,7,1
38,7,1
39,7,1
48,8,1
3,8,1
43,8,1
14,8,0
47,8,1
48,9,0
13,9,1
45,9,1
38,9,1
47,9,1
48,10,1
43,10,1
30,10,0
38,10,1
47,10,1
48,11,1
47,11,0
14,11,1
38,11,0
39,11,1
48,12,0
3,12,0
14,12,1
38,12,0
47,12,1
48,13,1
12,13,1
14,13,0
38,13,1
47,13,1
48,14,1
9,14,1
36,14,1
14,14,0
47,14,1
48,15,1
17,15,1
12,15,0
14,15,0
38,15,1
48,16,1
19,16,0
12,16,1
14,16,0
47,16,0
48,17,1
8,17,1
28,17,1
14,17,1
38,17,1
48,18,1
43,18,1
3,18,1
14,18,1
38,18,1
48,19,1
9,19,1
43,19,1
28,19,1
38,19,1
9,20,0
47,20,0
28,20,1
29,20,1
39,20,1
48,21,1
8,21,1
43,21,1
14,21,0
9,21,0
9,22,1
28,22,1
14,22,0
38,22,1
47,22,1
48,23,1
36,23,1
45,23,1
38,23,0
47,23,1
48,24,0
43,24,0
3,24,0
14,24,0
38,24,0
48,25,1
43,25,1
36,25,0
14,25,0
47,25,1
43,26,1
12,26,0
14,26,0
38,26,1
47,26,0
48,27,1
47,27,0
3,27,0
14,27,1
39,27,1
48,28,1
9,28,0
43,28,0
12,28,1
14,28,0
48,29,1
9,29,1
6,29,1
14,29,0
38,29,1
48,30,1
8,30,1
14,30,1
38,30,0
47,30,1
48,31,1
9,31,0
12,31,1
14,31,0
38,31,1
8,32,1
9,32,0
36,32,0
14,32,1
48,32,1
48,33,1
9,33,0
43,33,1
14,33,0
47,33,1
48,34,1
12,34,1
14,34,0
38,34,1
47,34,0
8,35,1
9,35,1
32,35,1
14,35,1
39,35,1
48,36,1
9,36,0
29,36,1
38,36,1
39,36,1
48,37,1
3,37,1
14,37,0
38,37,1
39,37,1
17,38,1
19,38,0
14,38,0
43,38,1
47,38,0
48,39,1
12,39,0
14,39,0
38,39,1
47,39,0
48,40,1
43,40,0
45,40,1
38,40,1
47,40,1
48,41,1
9,41,0
43,41,1
12,41,0
47,41,1
48,42,0
9,42,0
14,42,0
38,42,1
47,42,1
48,43,1
9,43,1
43,43,1
14,43,0
38,43,1
48,44,1
35,44,1
44,44,0
14,44,0
47,44,0
48,45,1
9,45,0
10,45,1
12,45,0
14,45,0
48,46,1
9,46,0
3,46,1
46,46,0
47,46,0
48,47,1
19,47,1
3,47,1
14,47,0
39,47,1
48,48,1
8,48,1
36,48,1
38,48,1
47,48,1
48,49,1
41,49,1
12,49,0
45,49,1
38,49,1
48,50,1
10,50,1
12,50,0
14,50,0
47,50,1
48,51,1
9,51,1
36,51,0
14,51,0
12,51,1
48,52,1
11,52,1
12,52,0
14,52,0
47,52,0
48,53,1
8,53,1
43,53,1
12,53,0
14,53,0
48,54,1
8,54,0
43,54,0
14,54,0
47,54,1
48,55,0
32,55,1
43,55,1
14,55,1
35,55,1
48,56,1
3,56,0
43,56,1
12,56,1
14,56,0
48,57,1
9,57,0
14,57,0
38,57,1
47,57,0
36,58,1
43,58,1
28,58,1
14,58,1
38,58,0
48,59,1
8,59,0
43,59,1
12,59,1
14,59,0
48,60,0
45,60,0
38,60,0
47,60,1
48,61,1
36,61,1
3,61,0
28,61,1
45,61,1
48,62,1
24,62,1
14,62,1
38,62,1
47,62,0
48,63,1
32,63,1
43,63,0
14,63,0
40,63,1
48,64,1
9,64,1
6,64,0
14,64,0
47,64,1
48,65,1
3,65,0
36,65,1
45,65,1
14,65,1
48,66,1
9,66,0
12,66,1
14,66,1
47,66,1
48,67,1
9,67,1
36,67,1
38,67,1
47,67,1
48,68,1
6,68,1
43,68,1
14,68,0
38,68,0
48,69,1
10,69,1
43,69,0
14,69,0
38,69,1
48,70,1
9,70,0
43,70,0
36,70,0
14,70,0
48,71,1
9,71,1
45,71,1
14,71,0
39,71,1
48,72,1
9,72,1
45,72,1
14,72,0
47,72,1
48,73,1
3,73,1
36,73,1
45,73,1
14,73,0
48,74,1
12,74,1
35,74,1
36,74,0
14,74,1
8,75,1
3,75,1
12,75,1
38,75,1
47,75,1
48,76,1
9,76,1
10,76,1
20,76,1
38,76,1
48,77,1
28,77,1
14,77,0
38,77,1
47,77,1
48,78,1
43,78,1
6,78,1
14,78,1
47,78,1
48,79,1
9,79,0
43,79,0
14,79,0
47,79,0
40,80,1
47,80,1
14,80,1
38,80,1
45,80,0
48,81,1
9,81,1
14,81,1
38,81,0
47,81,1
48,82,0
1,82,1
43,82,1
36,82,1
47,82,1
48,83,0
9,83,0
43,83,0
14,83,0
47,83,0
48,84,0
9,84,0
3,84,0
20,84,0
47,84,0
48,85,1
8,85,1
43,85,1
14,85,0
38,85,1
48,86,1
9,86,0
43,86,0
14,86,0
47,86,1
48,87,1
47,87,1
3,87,0
14,87,0
39,87,1
48,88,1
8,88,0
19,88,1
12,88,0
14,88,0
48,89,1
43,89,1
45,89,1
14,89,1
47,89,1
48,90,1
12,90,1
44,90,1
14,90,0
39,90,0
48,91,0
28,91,1
14,91,0
38,91,1
47,91,1
48,92,1
8,92,0
45,92,1
38,92,1
9,92,1
48,93,1
9,93,0
3,93,1
13,93,1
47,93,1
48,94,1
9,94,0
36,94,0
14,94,1
47,94,1
48,95,1
35,95,1
12,95,0
14,95,0
47,95,0
48,96,1
27,96,0
43,96,0
37,96,1
47,96,1
48,97,1
10,97,1
13,97,1
45,97,1
47,97,1
48,98,1
9,98,0
27,98,1
12,98,1
38,98,1
48,99,1
36,99,1
14,99,1
38,99,1
47,99,1
48,100,1
3,100,1
13,100,1
14,100,1
47,100,1
48,101,1
43,101,0
3,101,0
38,101,0
47,101,1
48,102,0
3,102,0
14,102,0
38,102,0
47,102,0
48,103,0
1,103,0
43,103,0
47,103,0
9,103,1
48,104,1
43,104,1
12,104,0
14,104,0
38,104,1
48,105,1
1,105,1
47,105,1
38,105,1
9,105,0
48,106,1
17,106,1
12,106,1
14,106,0
47,106,1
48,107,0
12,107,0
14,107,0
38,107,0
47,107,1
8,108,1
10,108,1
12,108,1
38,108,1
47,108,0
48,109,1
18,109,1
35,109,1
12,109,0
38,109,1
48,110,1
19,110,0
12,110,0
14,110,0
38,110,1
48,111,1
9,111,1
43,111,1
14,111,0
