64,0,1
11,0,0
54,0,1
14,0,0
29,0,0
8,1,0
88,1,0
54,1,0
14,1,0
29,1,0
54,2,0
93,2,0
6,2,0
86,2,1
29,2,0
64,3,1
88,3,1
11,3,1
84,3,1
29,3,0
41,4,1
18,4,0
11,4,0
29,4,0
9,4,1
64,5,0
89,5,1
29,5,0
88,5,0
7,5,1
64,6,0
29,6,0
54,6,0
14,6,0
7,6,1
64,7,1
88,7,1
11,7,0
93,7,1
29,7,1
8,8,0
88,8,0
54,8,0
14,8,0
29,8,0
64,9,1
93,9,1
54,9,0
14,9,1
7,9,1
88,10,0
18,10,0
11,10,0
53,10,0
29,10,0
64,11,0
89,11,0
59,11,0
29,11,0
88,11,0
64,12,1
89,12,0
53,12,1
88,12,1
71,12,1
8,13,0
88,13,0
11,13,0
29,13,0
46,13,1
64,14,1
9,14,1
53,14,1
54,14,1
29,14,1
88,15,1
89,15,0
11,15,0
93,15,0
71,15,1
64,16,0
88,16,1
29,16,0
54,16,0
79,16,1
64,17,1
89,17,0
11,17,0
93,17,1
88,17,0
64,18,0
88,18,1
29,18,0
54,18,0
79,18,0
64,19,1
89,19,1
11,19,1
93,19,1
88,19,1
64,20,0
89,20,1
11,20,0
93,20,1
29,20,0
64,21,1
8,21,0
54,21,1
14,21,1
29,21,1
64,22,0
8,22,0
10,22,0
29,22,0
79,22,0
64,23,0
8,23,0
11,23,0
54,23,1
7,23,0
64,24,0
29,24,0
54,24,0
7,24,0
8,25,0
79,25,0
54,25,0
14,25,0
7,25,0
10,26,0
11,26,0
36,26,1
93,26,0
29,26,0
64,27,1
89,27,0
18,27,0
10,27,0
29,27,1
64,28,0
8,28,0
54,28,0
89,28,0
64,29,1
88,29,1
36,29,1
53,29,1
29,29,0
64,30,1
18,30,1
36,30,1
53,30,1
29,30,1
64,31,1
89,31,0
11,31,1
86,31,1
88,31,1
8,32,0
88,32,0
29,32,0
54,32,1
79,32,1
64,33,1
89,33,0
11,33,0
93,33,1
29,33,0
64,34,1
88,34,0
10,34,0
53,34,1
29,34,0
8,35,0
64,35,1
83,35,1
54,35,1
14,35,1
64,36,1
40,36,0
29,36,0
93,36,1
73,36,1
10,37,0
93,37,0
54,37,0
14,37,0
29,37,0
64,38,0
88,38,1
10,38,1
18,38,0
29,38,0
64,39,1
88,39,0
18,39,0
29,39,1
79,39,1
8,40,0
11,40,0
54,40,0
14,40,1
93,40,1
64,41,0
54,41,1
29,41,0
86,41,0
7,41,0
64,42,0
11,42,0
36,42,1
53,42,0
86,42,1
64,43,0
88,43,1
10,43,0
54,43,0
14,43,0
64,44,1
88,44,0
67,44,0
76,44,0
29,44,1
64,45,0
18,45,0
10,45,0
29,45,0
31,45,1
64,46,1
9,46,1
53,46,1
86,46,1
89,46,0
64,47,0
11,47,0
54,47,1
93,47,1
14,47,0
88,48,1
89,48,1
53,48,1
93,48,1
71,48,1
64,49,1
89,49,1
93,49,1
88,49,0
29,49,0
88,50,1
89,50,0
18,50,0
29,50,1
86,50,1
64,51,0
18,51,0
77,51,0
54,51,1
29,51,0
8,52,0
61,52,1
54,52,0
14,52,0
29,52,0
64,53,0
88,53,1
11,53,1
52,53,0
29,53,0
64,54,1
93,54,1
54,54,1
14,54,0
29,54,0
64,55,1
32,55,1
11,55,0
29,55,1
38,55,1
64,56,0
88,56,1
53,56,1
14,56,0
29,56,0
64,57,0
9,57,1
29,57,0
88,57,0
7,57,0
64,58,0
88,58,1
54,58,0
77,58,0
14,58,1
64,59,0
89,59,1
10,59,1
29,59,0
88,59,0
64,60,0
36,60,1
54,60,0
14,60,1
79,60,0
64,61,0
88,61,0
11,61,0
53,61,0
29,61,0
64,62,1
89,62,0
11,62,1
53,62,0
86,62,1
64,63,0
88,63,0
11,63,0
29,63,0
86,63,1
64,64,0
10,64,1
36,64,1
29,64,0
14,64,0
64,65,0
89,65,0
11,65,0
29,65,0
88,65,0
8,66,0
79,66,0
54,66,0
14,66,1
29,66,1
8,67,0
11,67,0
54,67,0
14,67,1
7,67,0
0,68,1
7,68,1
8,68,0
10,68,1
11,68,1
12,68,0
17,68,1
18,68,0
22,68,0
28,68,1
29,68,1
31,68,1
34,68,1
37,68,1
50,68,1
53,68,1
54,68,1
61,68,1
64,68,1
67,68,1
73,68,1
76,68,1
83,68,1
88,68,1
92,68,1
94,68,1
64,69,1
18,69,0
10,69,1
28,69,1
29,69,0
0,70,1
8,70,1
10,70,1
11,70,1
14,70,1
17,70,1
26,70,1
29,70,0
33,70,1
40,70,1
45,70,1
49,70,1
50,70,1
51,70,1
54,70,1
56,70,1
57,70,1
60,70,1
64,70,1
76,70,1
78,70,1
82,70,1
84,70,1
86,70,1
88,70,1
89,70,0
93,70,1
8,71,0
18,71,1
46,71,1
29,71,0
54,71,1
64,72,1
89,72,1
11,72,0
93,72,1
88,72,0
64,73,1
17,73,1
93,73,1
88,73,1
29,73,0
8,74,0
64,74,1
88,74,1
54,74,0
79,74,0
31,75,1
10,75,1
18,75,0
58,75,1
29,75,1
88,76,1
17,76,1
11,76,1
53,76,1
29,76,1
64,77,0
36,77,1
29,77,0
54,77,0
93,77,1
7,78,1
9,78,1
10,78,1
11,78,0
16,78,1
18,78,0
20,78,1
28,78,1
29,78,0
45,78,1
54,78,0
59,78,0
63,78,1
64,78,0
68,78,1
69,78,1
71,78,1
75,78,1
83,78,1
85,78,0
88,78,1
89,78,1
93,78,1
64,79,1
11,79,0
54,79,1
14,79,1
79,79,1
64,80,1
11,80,0
29,80,1
54,80,1
7,80,1
64,81,1
89,81,1
11,81,0
93,81,1
88,81,1
8,82,0
89,82,0
29,82,0
54,82,0
88,82,0
64,83,0
18,83,0
11,83,1
29,83,0
86,83,0
64,84,1
88,84,1
71,84,1
53,84,1
93,84,1
64,85,1
11,85,0
54,85,0
14,85,0
79,85,0
64,86,0
8,86,0
18,86,0
29,86,0
54,86,0
64,87,1
10,87,0
79,87,1
53,87,0
29,87,1
64,88,1
88,88,1
18,88,0
11,88,0
29,88,1
64,89,1
89,89,1
53,89,1
88,89,1
29,89,1
11,90,1
54,90,1
29,90,0
14,90,1
31,90,1
64,91,0
18,91,0
11,91,0
29,91,0
54,91,0
11,92,0
88,92,1
54,92,0
93,92,1
14,92,0
64,93,1
54,93,1
53,93,0
14,93,0
29,93,1
64,94,1
88,94,1
36,94,1
93,94,1
29,94,0
64,95,0
10,95,0
53,95,0
14,95,0
29,95,0
64,96,1
88,96,0
11,96,1
36,96,1
29,96,0
64,97,1
93,97,0
54,97,0
14,97,0
7,97,1
64,98,1
8,98,0
10,98,0
11,98,0
54,98,1
64,99,0
18,99,1
11,99,1
53,99,1
86,99,1
56,100,1
89,100,0
11,100,0
93,100,0
88,100,1
64,101,0
88,101,0
76,101,0
93,101,1
29,101,0
64,102,1
89,102,0
11,102,0
53,102,1
88,102,1
64,103,1
18,103,0
54,103,0
29,103,1
14,103,0
64,104,1
11,104,1
53,104,1
54,104,1
29,104,1
64,105,1
11,105,1
29,105,0
54,105,0
7,105,1
8,106,0
36,106,1
53,106,1
54,106,1
29,106,1
64,107,1
88,107,1
29,107,1
53,107,0
93,107,1
8,108,0
89,108,0
54,108,1
14,108,1
79,108,1
18,109,0
79,109,1
53,109,1
54,109,0
29,109,0
64,110,1
89,110,1
29,110,0
53,110,0
93,110,1
64,111,0
89,111,0
10,111,0
53,111,1
88,111,1
11,112,0
79,112,1
12,112,1
93,112,0
29,112,0
64,113,1
89,113,0
53,113,0
54,113,1
29,113,0
64,114,0
88,114,1
53,114,1
54,114,0
29,114,0
64,115,1
89,115,0
29,115,0
54,115,0
7,115,0
64,116,0
88,116,0
29,116,0
53,116,0
5,116,1
8,117,0
11,117,0
54,117,1
14,117,0
29,117,1
64,118,0
88,118,1
18,118,0
11,118,0
29,118,0
64,119,1
29,119,0
77,119,0
54,119,0
93,119,1
64,120,1
88,120,1
18,120,0
67,120,1
29,120,0
64,121,1
89,121,0
53,121,1
54,121,1
29,121,0
8,122,0
88,122,1
54,122,1
14,122,1
29,122,0
88,123,0
89,123,1
11,123,0
5,123,1
62,123,1
64,124,1
89,124,1
83,124,1
29,124,0
11,124,0
64,125,1
89,125,1
18,125,0
11,125,0
29,125,1
11,126,0
29,126,1
54,126,1
14,126,0
7,126,0
64,127,0
11,127,1
29,127,0
86,127,1
64,128,1
10,128,0
11,128,0
53,128,1
29,128,0
64,129,1
79,129,1
54,129,1
14,129,0
29,129,0
89,130,0
11,130,0
93,130,0
54,130,0
29,130,0
89,131,0
11,131,1
77,131,0
54,131,0
53,131,1
64,132,0
25,132,0
54,132,0
8,132,0
7,132,0
64,133,0
88,133,0
29,133,0
53,133,0
93,133,0
88,134,0
10,134,0
18,134,0
53,134,0
29,134,0
83,135,1
60,135,1
93,135,1
54,135,1
79,135,1
89,136,0
11,136,0
54,136,0
14,136,0
29,136,0
64,137,0
10,137,1
29,137,0
86,137,1
7,137,1
64,138,1
89,138,1
36,138,1
53,138,0
29,138,0
2,139,0
6,139,0
8,139,0
9,139,0
11,139,0
12,139,1
29,139,0
31,139,0
36,139,1
38,139,1
46,139,1
47,139,0
54,139,1
56,139,1
61,139,1
64,139,0
77,139,1
81,139,1
82,139,0
